type,subtype,bedroomCount,bathroomCount,province,postCode,habitableSurface,buildingCondition,facedeCount,hasTerrace,epcScore,price
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,100.0,GOOD,1.0,1,C,399000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,87.0,AS_NEW,2.0,1,F,465000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,104.0,AS_NEW,0.0,1,B,590000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,90.0,TO_BE_DONE_UP,2.0,1,D,375000.0
APARTMENT,DUPLEX,3.0,2.0,Brussels,1040,220.0,JUST_RENOVATED,2.0,1,D,950000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,187.0,AS_NEW,0.0,1,C,795000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,93.0,TO_BE_DONE_UP,2.0,1,F,297000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,120.0,GOOD,2.0,1,G,435000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,119.0,TO_RENOVATE,2.0,1,E,370000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,110.0,TO_BE_DONE_UP,2.0,1,E,360000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,100.0,GOOD,2.0,1,C,449000.0
APARTMENT,PENTHOUSE,3.0,1.0,Brussels,1040,198.0,AS_NEW,3.0,1,B,995000.0
APARTMENT,APARTMENT,4.0,4.0,Brussels,1040,335.0,JUST_RENOVATED,3.0,1,E,1450000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,61.0,AS_NEW,2.0,1,C,329000.0
APARTMENT,PENTHOUSE,3.0,2.0,Brussels,1040,220.0,AS_NEW,3.0,1,C,950000.0
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1040,106.0,GOOD,0.0,1,D,350000.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1040,187.0,JUST_RENOVATED,3.0,1,C,795000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,52.0,TO_RENOVATE,2.0,0,G,198000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1040,198.0,0,2.0,1,B,995000.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1040,198.0,AS_NEW,0.0,1,B,995000.0
APARTMENT,PENTHOUSE,0.0,0.0,Brussels,1040,229.0,GOOD,2.0,1,D,739000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,65.0,JUST_RENOVATED,2.0,1,F,325000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,155.0,JUST_RENOVATED,2.0,1,C,900000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,101.0,AS_NEW,0.0,0,C,425000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,100.0,TO_BE_DONE_UP,2.0,1,F,315000.0
APARTMENT,APARTMENT,3.0,3.0,Brussels,1040,183.0,GOOD,2.0,1,C,795000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,187.0,0,2.0,1,C,795000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,106.0,GOOD,2.0,0,G,435000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,75.0,AS_NEW,2.0,1,D,255000.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1040,198.0,AS_NEW,0.0,1,B,995000.0
APARTMENT,APARTMENT,4.0,3.0,Brussels,1040,239.0,GOOD,0.0,1,D,1000000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,220.0,0,2.0,1,C,950000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,115.0,TO_BE_DONE_UP,3.0,1,C,395000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,72.0,GOOD,0.0,1,D,325000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,50.0,JUST_RENOVATED,3.0,1,E,275000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,90.0,GOOD,2.0,0,F,375000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,111.0,JUST_RENOVATED,3.0,0,E,420000.0
APARTMENT,PENTHOUSE,2.0,2.0,Brussels,1040,250.0,AS_NEW,2.0,1,D,1495000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,50.0,JUST_RENOVATED,3.0,1,E,275000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,155.0,JUST_RENOVATED,2.0,1,C,900000.0
APARTMENT,PENTHOUSE,3.0,3.0,Brussels,1040,198.0,JUST_RENOVATED,0.0,1,B,995000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,0.0,TO_RENOVATE,0.0,0,E,335000.0
APARTMENT,PENTHOUSE,3.0,3.0,Brussels,1040,220.0,JUST_RENOVATED,2.0,1,C,950000.0
APARTMENT,PENTHOUSE,3.0,3.0,Brussels,1040,198.0,JUST_RENOVATED,2.0,1,B,995000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,155.0,JUST_RENOVATED,2.0,1,C,900000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,130.0,GOOD,2.0,1,C,525000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,60.0,AS_NEW,2.0,0,F,290000.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1040,187.0,JUST_RENOVATED,3.0,1,C,875000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,84.0,GOOD,2.0,1,B,415000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,85.0,GOOD,0.0,1,D,435000.0
APARTMENT,DUPLEX,3.0,2.0,Brussels,1040,130.0,JUST_RENOVATED,2.0,0,C,729000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,68.0,AS_NEW,2.0,1,E,325000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,73.0,AS_NEW,2.0,1,C,295000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,70.0,GOOD,2.0,1,D,355000.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1040,109.0,TO_BE_DONE_UP,2.0,0,E,349000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,120.0,GOOD,2.0,1,D,415000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,75.0,GOOD,0.0,1,E,265000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,85.0,0,0.0,1,E,298000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,75.0,TO_BE_DONE_UP,2.0,1,D,290000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1040,142.0,GOOD,2.0,1,G,420000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,0.0,TO_RESTORE,0.0,1,D,598000.0
APARTMENT,PENTHOUSE,2.0,2.0,Brussels,1040,187.0,0,3.0,1,C,795000.0
APARTMENT,PENTHOUSE,3.0,3.0,Brussels,1040,198.0,0,3.0,1,B,995000.0
APARTMENT,DUPLEX,3.0,3.0,Brussels,1040,198.0,AS_NEW,2.0,1,C,995000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,72.0,AS_NEW,2.0,1,E,315000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,105.0,GOOD,0.0,0,D,445000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,71.0,0,0.0,0,0,325000.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1040,137.0,AS_NEW,3.0,1,0,800000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,33.0,AS_NEW,2.0,0,D,180000.0
APARTMENT,PENTHOUSE,2.0,2.0,Brussels,1040,187.0,JUST_RENOVATED,0.0,1,C,795000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,51.0,GOOD,2.0,0,E,180000.0
APARTMENT,APARTMENT,4.0,4.0,Brussels,1040,335.0,0,0.0,1,E,1450000.0
APARTMENT,PENTHOUSE,3.0,2.0,Brussels,1040,0.0,GOOD,0.0,0,D,745000.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1040,0.0,0,0.0,0,D,195000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,70.0,GOOD,2.0,1,D,320000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,72.0,0,2.0,1,D,330000.0
APARTMENT,APARTMENT,4.0,3.0,Brussels,1040,290.0,GOOD,2.0,1,C,1290000.0
APARTMENT,APARTMENT,2.0,0.0,Brussels,1040,115.0,0,0.0,0,A,690000.0
APARTMENT,APARTMENT,3.0,0.0,Brussels,1040,135.0,0,0.0,0,A,745000.0
APARTMENT,DUPLEX,1.0,1.0,Brussels,1040,132.0,0,0.0,1,E,515000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,30.0,GOOD,2.0,1,G,125000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,30.0,GOOD,2.0,1,G,165000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,0.0,0,0.0,1,E,195000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,0.0,0,0.0,1,C,429000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,0.0,0,0.0,1,F,160000.0
APARTMENT,PENTHOUSE,3.0,2.0,Brussels,1040,0.0,AS_NEW,3.0,1,0,1169000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,68.0,AS_NEW,2.0,1,G,339000.0
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1040,59.0,0,2.0,1,G,285000.0
APARTMENT,DUPLEX,1.0,1.0,Brussels,1040,68.0,GOOD,2.0,0,D,289000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,54.0,AS_NEW,2.0,0,A,295000.0
APARTMENT,APARTMENT,3.0,0.0,Brussels,1040,92.0,GOOD,2.0,0,0,387000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1040,119.0,AS_NEW,2.0,0,C,545000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,84.0,TO_BE_DONE_UP,2.0,0,G,360000.0
APARTMENT,FLAT_STUDIO,0.0,0.0,Brussels,1040,37.0,0,0.0,1,D,195000.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1040,61.0,AS_NEW,0.0,1,B,380000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,145.0,0,2.0,1,C,900000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,71.0,TO_RENOVATE,2.0,1,E,275000.0
APARTMENT,PENTHOUSE,3.0,3.0,Brussels,1040,198.0,AS_NEW,2.0,1,B,995000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,81.0,GOOD,0.0,1,D,349000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,96.0,AS_NEW,3.0,0,0,390000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,57.0,AS_NEW,0.0,0,B,325000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,52.0,AS_NEW,0.0,0,E,325000.0
APARTMENT,DUPLEX,3.0,3.0,Brussels,1040,187.0,AS_NEW,2.0,1,C,795000.0
APARTMENT,GROUND_FLOOR,2.0,2.0,Brussels,1040,90.0,GOOD,0.0,1,G,350000.0
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1040,40.0,GOOD,2.0,1,D,199000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,24.0,AS_NEW,0.0,0,D,175000.0
APARTMENT,PENTHOUSE,2.0,0.0,Brussels,1040,0.0,0,2.0,1,A,735000.0
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1040,68.0,TO_RENOVATE,2.0,1,E,250000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,70.0,0,3.0,1,E,270000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,82.0,GOOD,2.0,1,E,349000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,58.0,0,0.0,1,C,356500.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,77.0,GOOD,2.0,1,E,295000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,82.0,GOOD,2.0,1,E,360000.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1040,48.0,GOOD,2.0,0,G,215000.0
APARTMENT,GROUND_FLOOR,1.0,0.0,Brussels,1040,80.0,JUST_RENOVATED,2.0,1,C,385000.0
APARTMENT,DUPLEX,5.0,2.0,Brussels,1040,186.0,0,2.0,0,E,675000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,95.0,GOOD,0.0,0,G,300000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,56.0,AS_NEW,2.0,0,B,360000.0
APARTMENT,DUPLEX,3.0,2.0,Brussels,1040,117.0,GOOD,2.0,1,E,419000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,82.0,0,0.0,1,F,340000.0
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1040,39.0,GOOD,2.0,1,F,199000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,59.0,AS_NEW,0.0,0,E,270000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,103.0,GOOD,3.0,0,D,450000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,96.0,JUST_RENOVATED,2.0,1,C,437500.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,96.0,JUST_RENOVATED,2.0,1,C,437500.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,96.0,JUST_RENOVATED,2.0,1,C,437500.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,70.0,0,0.0,1,E,268000.0
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1040,48.0,GOOD,2.0,1,G,185000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,120.0,TO_BE_DONE_UP,2.0,0,E,400000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,50.0,AS_NEW,4.0,1,B,295000.0
APARTMENT,FLAT_STUDIO,0.0,0.0,Brussels,1040,33.0,GOOD,2.0,0,C,190000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,62.0,GOOD,0.0,1,E,225000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,94.0,0,2.0,1,D,350000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,40.0,TO_BE_DONE_UP,0.0,1,E,185000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,40.0,TO_BE_DONE_UP,0.0,1,D,189000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,0.0,TO_RENOVATE,2.0,0,G,250000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1040,110.0,GOOD,2.0,0,G,345000.0
APARTMENT,DUPLEX,1.0,1.0,Brussels,1040,75.0,GOOD,2.0,0,G,295000.0
APARTMENT,APARTMENT,5.0,2.0,Brussels,1040,368.0,GOOD,2.0,1,C,1295000.0
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1040,27.0,JUST_RENOVATED,3.0,0,G,170000.0
APARTMENT,APARTMENT,3.0,0.0,Brussels,1040,200.0,GOOD,2.0,0,D,770000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,82.0,AS_NEW,0.0,1,F,317000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,56.0,GOOD,2.0,1,G,283000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1040,115.0,0,4.0,1,F,420000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,80.0,TO_BE_DONE_UP,0.0,0,E,240000.0
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1040,82.0,TO_RENOVATE,2.0,1,G,250000.0
APARTMENT,APARTMENT,4.0,3.0,Brussels,1040,372.0,GOOD,0.0,0,C,1150000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,80.0,0,0.0,1,D,285000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,104.0,0,0.0,1,0,399000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,70.0,0,0.0,0,G,225000.0
APARTMENT,APARTMENT,2.0,2.0,Brussels,1040,79.0,0,0.0,0,D,369000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1040,0.0,0,2.0,0,G,229000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,56.0,GOOD,0.0,1,G,180000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1040,217.0,0,2.0,0,E,830000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,45.0,0,2.0,0,E,195000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1040,60.0,0,2.0,0,F,225000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1040,76.0,0,0.0,0,E,289000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,92.0,GOOD,2.0,1,D,239000.0
APARTMENT,LOFT,2.0,2.0,Brussels,1020,221.0,AS_NEW,2.0,1,E,599000.0
APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,1020,59.0,GOOD,2.0,0,F,165000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,52.0,GOOD,2.0,0,D,165000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1020,89.0,GOOD,2.0,0,G,255000.0
APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,1020,71.0,AS_NEW,3.0,1,G,241000.0
APARTMENT,GROUND_FLOOR,3.0,1.0,Brussels,1020,107.0,GOOD,2.0,1,G,319000.0
APARTMENT,DUPLEX,2.0,2.0,Brussels,1020,125.0,TO_BE_DONE_UP,3.0,1,G,299000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,96.0,GOOD,2.0,1,G,249000.0
APARTMENT,DUPLEX,3.0,2.0,Brussels,1020,140.0,TO_BE_DONE_UP,3.0,1,G,299000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,82.0,GOOD,2.0,1,E,225000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,56.0,TO_BE_DONE_UP,2.0,0,G,160000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,110.0,TO_BE_DONE_UP,3.0,1,D,285000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1020,40.0,GOOD,2.0,1,G,125000.0
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1020,105.0,AS_NEW,2.0,0,G,269000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,101.0,GOOD,2.0,1,G,265000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,60.0,GOOD,2.0,1,E,230000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,75.0,AS_NEW,3.0,1,G,237000.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1020,85.0,AS_NEW,2.0,1,C,275000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,100.0,TO_RENOVATE,2.0,1,C,220000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,60.0,GOOD,2.0,1,G,195000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,73.0,GOOD,2.0,1,B,225000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,97.0,TO_BE_DONE_UP,2.0,1,E,225000.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1020,90.0,TO_BE_DONE_UP,2.0,0,G,225000.0
APARTMENT,LOFT,2.0,1.0,Brussels,1020,190.0,GOOD,4.0,1,E,599000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,60.0,TO_RENOVATE,2.0,0,G,159000.0
APARTMENT,PENTHOUSE,2.0,2.0,Brussels,1020,118.0,0,0.0,1,D,449000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,65.0,TO_BE_DONE_UP,2.0,0,E,179000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,65.0,TO_BE_DONE_UP,0.0,1,D,165000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,110.0,GOOD,2.0,1,0,297000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,85.0,TO_BE_DONE_UP,2.0,1,G,245000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,132.0,TO_BE_DONE_UP,0.0,0,G,310000.0
APARTMENT,DUPLEX,1.0,1.0,Brussels,1020,91.0,AS_NEW,2.0,1,E,265000.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1020,120.0,TO_RENOVATE,2.0,1,G,275000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,35.0,GOOD,2.0,0,G,150000.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1020,58.0,JUST_RENOVATED,0.0,1,D,175000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1020,139.0,AS_NEW,2.0,1,B,410000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,50.0,GOOD,2.0,1,D,199000.0
APARTMENT,DUPLEX,4.0,2.0,Brussels,1020,135.0,0,2.0,0,G,299000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,35.0,TO_RENOVATE,2.0,0,G,105000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,80.0,GOOD,2.0,1,E,219000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1020,130.0,JUST_RENOVATED,0.0,1,D,335000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,71.0,GOOD,0.0,1,C,170000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,85.0,TO_BE_DONE_UP,2.0,1,F,269000.0
APARTMENT,TRIPLEX,4.0,1.0,Brussels,1020,201.0,AS_NEW,2.0,1,D,429000.0
APARTMENT,APARTMENT,2.0,0.0,Brussels,1020,95.0,JUST_RENOVATED,0.0,0,F,295000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,102.0,AS_NEW,2.0,1,D,285000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,75.0,TO_BE_DONE_UP,2.0,1,C,185000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,82.0,TO_BE_DONE_UP,2.0,0,E,190000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,102.0,AS_NEW,2.0,1,B,325000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,102.0,AS_NEW,2.0,1,B,325000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,114.0,AS_NEW,2.0,1,B,340000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,96.0,AS_NEW,2.0,1,A,350000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1020,143.0,AS_NEW,2.0,1,A,440000.0
APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,1020,65.0,TO_RENOVATE,2.0,1,D,195000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,105.0,0,2.0,0,G,249000.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1020,32.0,0,2.0,1,D,135000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,96.0,0,0.0,1,0,325000.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1020,105.0,GOOD,2.0,1,D,275000.0
APARTMENT,APARTMENT,4.0,1.0,Brussels,1020,115.0,AS_NEW,3.0,1,E,299000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,140.0,0,2.0,1,E,269000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,60.0,GOOD,2.0,0,E,159000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,65.0,GOOD,2.0,1,C,165000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,84.0,GOOD,0.0,0,E,185000.0
APARTMENT,APARTMENT,2.0,0.0,Brussels,1020,80.0,GOOD,2.0,1,E,239000.0
APARTMENT,GROUND_FLOOR,2.0,2.0,Brussels,1020,136.0,TO_RENOVATE,0.0,1,E,239000.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1020,24.0,0,0.0,0,G,120000.0
APARTMENT,PENTHOUSE,1.0,0.0,Brussels,1020,0.0,GOOD,0.0,1,G,179000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,0.0,0,0.0,1,0,275000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,98.0,0,3.0,1,D,245000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,0.0,TO_RENOVATE,0.0,0,D,259000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,0.0,0,0.0,1,G,120000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,62.0,TO_RENOVATE,2.0,0,G,140000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,76.0,GOOD,0.0,0,E,189000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,102.0,GOOD,2.0,1,0,325000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,100.0,AS_NEW,0.0,0,D,299000.0
APARTMENT,LOFT,1.0,1.0,Brussels,1020,97.0,GOOD,2.0,1,C,345000.0
APARTMENT,GROUND_FLOOR,1.0,0.0,Brussels,1020,71.0,JUST_RENOVATED,2.0,1,E,240000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,96.0,TO_RENOVATE,2.0,1,0,215000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,95.0,0,2.0,1,0,340000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,160.0,GOOD,4.0,1,G,485000.0
APARTMENT,APARTMENT,4.0,1.0,Brussels,1020,160.0,GOOD,4.0,1,G,485000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,84.0,AS_NEW,2.0,1,0,285000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,85.0,0,3.0,1,G,239000.0
APARTMENT,TRIPLEX,4.0,1.0,Brussels,1020,155.0,GOOD,2.0,1,E,345000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,80.0,0,2.0,1,G,259000.0
APARTMENT,APARTMENT,3.0,1.0,Brussels,1020,95.0,0,2.0,1,F,279000.0
APARTMENT,APARTMENT,2.0,0.0,Brussels,1020,80.0,TO_BE_DONE_UP,4.0,1,E,219000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,0.0,GOOD,2.0,1,B,275000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,81.0,TO_BE_DONE_UP,2.0,0,G,169000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1020,143.0,TO_BE_DONE_UP,2.0,0,E,265000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,120.0,0,4.0,1,B,399000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,75.0,0,4.0,1,E,219000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,81.0,TO_BE_DONE_UP,2.0,0,E,175000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,75.0,0,4.0,1,E,219000.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1020,110.0,GOOD,0.0,1,G,249000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,80.0,0,4.0,1,D,249000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1020,75.0,0,2.0,1,G,199900.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1020,110.0,GOOD,2.0,0,G,190000.0
APARTMENT,DUPLEX,4.0,1.0,Brussels,1020,173.0,TO_RENOVATE,2.0,1,G,249000.0
