type,subtype,bedroomCount,bathroomCount,province,postCode,habitableSurface,buildingCondition,facedeCount,hasTerrace,epcScore,price,price_per_m2
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,87.0,AS_NEW,2.0,1,F,359000.0,4126.44
APARTMENT,DUPLEX,2.0,1.0,Brussels,1000,98.0,GOOD,2.0,1,B,360000.0,3673.47
APARTMENT,LOFT,1.0,1.0,Brussels,1000,113.0,AS_NEW,2.0,1,D,365000.0,3230.09
APARTMENT,APARTMENT,3.0,2.0,Brussels,1000,260.0,GOOD,2.0,1,B,1600000.0,6153.85
APARTMENT,APARTMENT,3.0,1.0,Brussels,1000,150.0,GOOD,2.0,1,D,375000.0,2500.0
APARTMENT,DUPLEX,2.0,1.0,Brussels,1000,105.0,GOOD,2.0,0,B,499000.0,4752.38
APARTMENT,APARTMENT,0.0,0.0,Brussels,1000,275.0,TO_RESTORE,2.0,0,G,690000.0,2509.09
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1000,24.0,GOOD,2.0,0,G,90000.0,3750.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1000,50.0,GOOD,2.0,1,B,225000.0,4500.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,91.0,AS_NEW,2.0,1,B,359000.0,3945.05
APARTMENT,APARTMENT,1.0,1.0,Brussels,1000,65.0,GOOD,2.0,0,E,299000.0,4600.0
APARTMENT,KOT,4.0,4.0,Brussels,1000,20.0,AS_NEW,2.0,1,B,149900.0,7495.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,120.0,GOOD,2.0,1,F,650000.0,5416.67
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1000,30.0,AS_NEW,2.0,0,B,175000.0,5833.33
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1000,30.0,GOOD,2.0,0,D,148000.0,4933.33
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,150.0,GOOD,2.0,0,F,400000.0,2666.67
APARTMENT,GROUND_FLOOR,2.0,0.0,Brussels,1000,90.0,AS_NEW,2.0,0,B,250000.0,2777.78
APARTMENT,APARTMENT,3.0,1.0,Brussels,1000,80.0,JUST_RENOVATED,2.0,0,D,229000.0,2862.5
APARTMENT,APARTMENT,1.0,0.0,Brussels,1000,52.0,GOOD,2.0,1,B,235000.0,4519.23
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1000,29.0,GOOD,2.0,0,C,150000.0,5172.41
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1000,91.0,GOOD,2.0,1,B,185000.0,2032.97
APARTMENT,APARTMENT,0.0,0.0,Brussels,1000,42.0,GOOD,2.0,1,E,175000.0,4166.67
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,190.0,GOOD,2.0,0,D,385000.0,2026.32
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,95.0,GOOD,2.0,1,B,330000.0,3473.68
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,113.0,GOOD,2.0,1,B,361000.0,3194.69
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1000,90.0,TO_BE_DONE_UP,2.0,1,B,325000.0,3611.11
APARTMENT,FLAT_STUDIO,0.0,0.0,Brussels,1000,30.0,GOOD,2.0,0,B,175000.0,5833.33
APARTMENT,APARTMENT,1.0,1.0,Brussels,1000,42.0,GOOD,2.0,0,E,149000.0,3547.62
APARTMENT,APARTMENT,3.0,1.0,Brussels,1000,91.0,GOOD,2.0,1,A,460000.0,5054.95
APARTMENT,APARTMENT,2.0,1.0,Brussels,1000,87.0,AS_NEW,2.0,1,A,400000.0,4597.7
APARTMENT,DUPLEX,5.0,1.0,Brussels,1000,230.0,AS_NEW,2.0,1,D,899000.0,3908.7
APARTMENT,GROUND_FLOOR,3.0,1.0,Brussels,1000,130.0,AS_NEW,2.0,1,D,550000.0,4230.77
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,63.0,JUST_RENOVATED,2.0,0,G,235000.0,3730.16
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,60.0,TO_BE_DONE_UP,2.0,0,F,245000.0,4083.33
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,106.0,GOOD,3.0,1,E,389000.0,3669.81
APARTMENT,DUPLEX,4.0,2.0,Brussels,1060,250.0,TO_RENOVATE,2.0,0,C,545000.0,2180.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,102.0,GOOD,2.0,0,D,325000.0,3186.27
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,150.0,AS_NEW,2.0,1,C,575000.0,3833.33
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,35.0,GOOD,2.0,0,E,180000.0,5142.86
APARTMENT,DUPLEX,3.0,2.0,Brussels,1060,185.0,GOOD,2.0,1,F,495000.0,2675.68
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,91.0,AS_NEW,3.0,0,F,330000.0,3626.37
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,76.0,GOOD,2.0,1,E,245000.0,3223.68
APARTMENT,DUPLEX,4.0,1.0,Brussels,1060,168.0,AS_NEW,2.0,1,D,570000.0,3392.86
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,250.0,AS_NEW,2.0,1,D,850000.0,3400.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,50.0,TO_RENOVATE,2.0,1,G,150000.0,3000.0
APARTMENT,DUPLEX,1.0,1.0,Brussels,1060,124.0,AS_NEW,2.0,1,D,560000.0,4516.13
APARTMENT,PENTHOUSE,4.0,2.0,Brussels,1060,200.0,AS_NEW,2.0,1,D,899000.0,4495.0
APARTMENT,GROUND_FLOOR,3.0,0.0,Brussels,1060,138.0,AS_NEW,2.0,1,B,730000.0,5289.86
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,55.0,GOOD,2.0,0,D,260000.0,4727.27
APARTMENT,DUPLEX,1.0,0.0,Brussels,1060,164.0,GOOD,2.0,1,E,525000.0,3201.22
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,117.0,AS_NEW,2.0,1,F,515000.0,4401.71
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,36.0,AS_NEW,2.0,0,D,135000.0,3750.0
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,64.0,GOOD,2.0,0,D,285000.0,4453.12
APARTMENT,DUPLEX,1.0,1.0,Brussels,1060,143.0,GOOD,2.0,0,F,495000.0,3461.54
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,64.0,GOOD,2.0,0,G,192500.0,3007.81
APARTMENT,APARTMENT,3.0,0.0,Brussels,1060,126.0,AS_NEW,2.0,1,B,700000.0,5555.56
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,110.0,GOOD,3.0,1,G,525000.0,4772.73
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,190.0,JUST_RENOVATED,2.0,1,D,685000.0,3605.26
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,65.0,GOOD,2.0,0,E,229000.0,3523.08
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,164.0,TO_RENOVATE,2.0,1,G,390000.0,2378.05
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,70.0,GOOD,2.0,0,C,265000.0,3785.71
APARTMENT,TRIPLEX,4.0,2.0,Brussels,1060,230.0,TO_BE_DONE_UP,2.0,1,B,660000.0,2869.57
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1060,112.0,TO_RENOVATE,2.0,1,E,350000.0,3125.0
APARTMENT,PENTHOUSE,1.0,1.0,Brussels,1060,91.0,GOOD,2.0,1,F,485000.0,5329.67
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,196.0,GOOD,3.0,1,G,725000.0,3698.98
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,32.0,AS_NEW,1.0,0,E,150000.0,4687.5
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,118.0,AS_NEW,3.0,0,E,587000.0,4974.58
APARTMENT,DUPLEX,2.0,2.0,Brussels,1060,153.0,GOOD,2.0,1,E,520000.0,3398.69
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,99.0,AS_NEW,2.0,1,C,295000.0,2979.8
APARTMENT,PENTHOUSE,4.0,2.0,Brussels,1060,197.0,JUST_RENOVATED,2.0,1,D,899000.0,4563.45
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,25.0,GOOD,2.0,0,F,150000.0,6000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,150.0,AS_NEW,2.0,1,F,520000.0,3466.67
APARTMENT,DUPLEX,3.0,2.0,Brussels,1060,254.0,AS_NEW,2.0,1,E,1650000.0,6496.06
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,185.0,GOOD,2.0,1,F,495000.0,2675.68
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,149.0,GOOD,2.0,1,F,520000.0,3489.93
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,60.0,AS_NEW,2.0,1,B,365000.0,6083.33
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,50.0,GOOD,2.0,0,F,195000.0,3900.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,130.0,GOOD,2.0,1,E,550000.0,4230.77
APARTMENT,TRIPLEX,3.0,0.0,Brussels,1060,100.0,AS_NEW,2.0,1,D,560000.0,5600.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,120.0,GOOD,3.0,0,C,420000.0,3500.0
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,86.0,GOOD,2.0,0,E,255000.0,2965.12
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,91.0,GOOD,2.0,1,D,275000.0,3021.98
APARTMENT,LOFT,1.0,1.0,Brussels,1060,82.0,GOOD,2.0,1,E,249000.0,3036.59
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,92.0,AS_NEW,2.0,1,F,445000.0,4836.96
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,91.0,JUST_RENOVATED,2.0,1,D,580000.0,6373.63
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,220.0,TO_RENOVATE,2.0,1,G,570000.0,2590.91
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,57.0,GOOD,2.0,0,F,350000.0,6140.35
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,94.0,AS_NEW,2.0,0,B,450000.0,4787.23
APARTMENT,PENTHOUSE,3.0,2.0,Brussels,1060,185.0,AS_NEW,2.0,1,C,1145000.0,6189.19
APARTMENT,DUPLEX,2.0,2.0,Brussels,1060,130.0,AS_NEW,2.0,1,D,520000.0,4000.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,58.0,GOOD,2.0,1,C,295000.0,5086.21
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,110.0,TO_BE_DONE_UP,2.0,1,B,390000.0,3545.45
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,45.0,AS_NEW,2.0,0,B,259000.0,5755.56
APARTMENT,FLAT_STUDIO,0.0,0.0,Brussels,1060,25.0,AS_NEW,2.0,0,E,165000.0,6600.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,84.0,GOOD,2.0,1,D,220000.0,2619.05
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,67.0,GOOD,2.0,0,E,220000.0,3283.58
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,67.0,GOOD,2.0,0,D,220000.0,3283.58
APARTMENT,DUPLEX,1.0,1.0,Brussels,1060,85.0,GOOD,2.0,1,B,348000.0,4094.12
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,37.0,TO_BE_DONE_UP,2.0,0,G,175000.0,4729.73
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,65.0,AS_NEW,2.0,1,D,320000.0,4923.08
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,49.0,GOOD,2.0,0,F,225000.0,4591.84
APARTMENT,TRIPLEX,4.0,2.0,Brussels,1060,122.0,GOOD,2.0,1,D,545000.0,4467.21
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,45.0,TO_RENOVATE,2.0,0,D,175000.0,3888.89
APARTMENT,TRIPLEX,3.0,2.0,Brussels,1060,254.0,GOOD,2.0,1,E,1650000.0,6496.06
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,45.0,GOOD,2.0,0,D,220000.0,4888.89
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,25.0,GOOD,2.0,0,G,150000.0,6000.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,180.0,AS_NEW,2.0,1,D,565000.0,3138.89
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,135.0,GOOD,2.0,0,B,290000.0,2148.15
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,193.0,TO_RESTORE,2.0,0,F,875000.0,4533.68
APARTMENT,TRIPLEX,3.0,0.0,Brussels,1060,135.0,GOOD,2.0,0,B,290000.0,2148.15
APARTMENT,APARTMENT,3.0,3.0,Brussels,1060,380.0,AS_NEW,2.0,1,D,1980000.0,5210.53
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,157.0,AS_NEW,2.0,1,C,640000.0,4076.43
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,169.0,GOOD,2.0,1,E,590000.0,3491.12
APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,1060,77.0,TO_RENOVATE,2.0,1,G,245777.0,3191.91
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,65.0,GOOD,2.0,0,G,275000.0,4230.77
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,133.0,GOOD,2.0,1,E,590000.0,4436.09
APARTMENT,APARTMENT,2.0,2.0,Brussels,1060,113.0,AS_NEW,3.0,0,E,587000.0,5194.69
APARTMENT,GROUND_FLOOR,2.0,1.0,Brussels,1060,77.0,AS_NEW,2.0,0,D,275000.0,3571.43
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,91.0,GOOD,2.0,0,B,495000.0,5439.56
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,91.0,AS_NEW,2.0,0,D,895000.0,9835.16
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,65.0,TO_RENOVATE,2.0,1,G,237777.0,3658.11
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,101.0,TO_RENOVATE,2.0,1,G,225000.0,2227.72
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,100.0,TO_RENOVATE,2.0,1,G,225000.0,2250.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,65.0,GOOD,2.0,0,B,346000.0,5323.08
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,80.0,JUST_RENOVATED,2.0,1,D,335000.0,4187.5
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,77.0,GOOD,2.0,0,C,325000.0,4220.78
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,70.0,JUST_RENOVATED,2.0,0,C,299000.0,4271.43
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,220.0,GOOD,2.0,0,D,725000.0,3295.45
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,41.0,GOOD,2.0,1,C,195000.0,4756.1
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,85.0,TO_BE_DONE_UP,2.0,1,D,345000.0,4058.82
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,55.0,AS_NEW,2.0,0,C,230000.0,4181.82
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,129.0,AS_NEW,2.0,1,C,590000.0,4573.64
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,68.0,GOOD,2.0,1,F,215000.0,3161.76
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,80.0,GOOD,2.0,1,B,275000.0,3437.5
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,143.0,AS_NEW,2.0,1,E,595000.0,4160.84
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,80.0,AS_NEW,1.0,0,C,280000.0,3500.0
APARTMENT,PENTHOUSE,2.0,1.0,Brussels,1060,158.0,AS_NEW,2.0,1,D,580000.0,3670.89
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,60.0,GOOD,3.0,1,G,260000.0,4333.33
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,169.0,GOOD,2.0,1,E,545000.0,3224.85
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,100.0,GOOD,2.0,1,D,560000.0,5600.0
APARTMENT,TRIPLEX,3.0,2.0,Brussels,1060,160.0,TO_BE_DONE_UP,2.0,1,B,540000.0,3375.0
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,171.0,TO_RENOVATE,2.0,1,G,275000.0,1608.19
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,92.0,TO_RENOVATE,2.0,0,D,199000.0,2163.04
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,92.0,AS_NEW,2.0,1,D,330000.0,3586.96
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,100.0,TO_BE_DONE_UP,2.0,1,G,249000.0,2490.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,83.0,GOOD,2.0,0,F,188000.0,2265.06
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,91.0,GOOD,2.0,1,D,278000.0,3054.95
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,145.0,GOOD,2.0,1,F,375000.0,2586.21
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,91.0,GOOD,2.0,0,B,176000.0,1934.07
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,77.0,TO_BE_DONE_UP,2.0,0,D,240000.0,3116.88
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,55.0,GOOD,2.0,0,C,237000.0,4309.09
APARTMENT,DUPLEX,2.0,1.0,Brussels,1060,80.0,GOOD,2.0,1,G,345000.0,4312.5
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,91.0,AS_NEW,2.0,0,B,295000.0,3241.76
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,83.0,GOOD,2.0,0,F,188000.0,2265.06
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1060,51.0,GOOD,2.0,1,E,265000.0,5196.08
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,90.0,GOOD,3.0,1,C,305000.0,3388.89
APARTMENT,DUPLEX,2.0,0.0,Brussels,1060,91.0,AS_NEW,2.0,0,C,475000.0,5219.78
APARTMENT,GROUND_FLOOR,1.0,1.0,Brussels,1060,89.0,GOOD,2.0,1,G,275000.0,3089.89
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,56.0,AS_NEW,2.0,0,E,270000.0,4821.43
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,58.0,GOOD,2.0,1,E,259000.0,4465.52
APARTMENT,APARTMENT,3.0,2.0,Brussels,1060,134.0,TO_BE_DONE_UP,2.0,1,G,360000.0,2686.57
APARTMENT,DUPLEX,4.0,2.0,Brussels,1060,145.0,TO_RENOVATE,2.0,0,G,249000.0,1717.24
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,100.0,GOOD,2.0,1,D,265000.0,2650.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,60.0,TO_BE_DONE_UP,2.0,1,B,245000.0,4083.33
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,140.0,TO_BE_DONE_UP,2.0,0,F,325000.0,2321.43
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,64.0,GOOD,2.0,0,E,255000.0,3984.38
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,130.0,GOOD,2.0,1,F,495000.0,3807.69
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,70.0,TO_RENOVATE,2.0,1,G,235000.0,3357.14
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,65.0,TO_RENOVATE,2.0,0,G,195000.0,3000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,68.0,GOOD,2.0,0,E,250000.0,3676.47
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,91.0,GOOD,2.0,0,D,235000.0,2582.42
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,67.0,GOOD,2.0,0,G,192500.0,2873.13
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,67.0,GOOD,2.0,0,G,192500.0,2873.13
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,98.0,GOOD,2.0,0,E,290000.0,2959.18
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,77.0,GOOD,2.0,1,G,205000.0,2662.34
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,90.0,TO_RENOVATE,2.0,1,G,210000.0,2333.33
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,90.0,GOOD,2.0,1,G,260000.0,2888.89
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,85.0,GOOD,2.0,1,G,250000.0,2941.18
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,48.0,JUST_RENOVATED,2.0,0,G,196000.0,4083.33
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,85.0,JUST_RENOVATED,1.0,1,C,360000.0,4235.29
APARTMENT,DUPLEX,3.0,2.0,Brussels,1060,137.0,JUST_RENOVATED,2.0,1,E,390000.0,2846.72
APARTMENT,APARTMENT,1.0,0.0,Brussels,1060,91.0,GOOD,2.0,0,G,194000.0,2131.87
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,60.0,TO_RENOVATE,2.0,0,C,210000.0,3500.0
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,46.0,JUST_RENOVATED,2.0,0,D,196000.0,4260.87
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,23.0,AS_NEW,1.0,0,F,115000.0,5000.0
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,66.0,GOOD,2.0,0,F,215000.0,3257.58
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,52.0,AS_NEW,2.0,0,D,144000.0,2769.23
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1060,52.0,TO_BE_DONE_UP,2.0,0,D,187000.0,3596.15
APARTMENT,DUPLEX,2.0,0.0,Brussels,1060,95.0,GOOD,2.0,1,D,545000.0,5736.84
APARTMENT,DUPLEX,3.0,1.0,Brussels,1060,130.0,GOOD,2.0,1,F,495000.0,3807.69
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,42.0,GOOD,2.0,1,G,165000.0,3928.57
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1060,22.0,GOOD,2.0,0,B,100000.0,4545.45
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,114.0,GOOD,2.0,1,B,345000.0,3026.32
APARTMENT,APARTMENT,3.0,1.0,Brussels,1060,220.0,JUST_RENOVATED,4.0,1,B,895000.0,4068.18
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,55.0,GOOD,2.0,0,D,179000.0,3254.55
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,52.0,GOOD,2.0,0,B,210000.0,4038.46
APARTMENT,LOFT,1.0,1.0,Brussels,1060,119.0,AS_NEW,2.0,1,B,345000.0,2899.16
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,43.0,GOOD,2.0,0,F,195000.0,4534.88
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,60.0,GOOD,2.0,0,B,169000.0,2816.67
APARTMENT,FLAT_STUDIO,1.0,0.0,Brussels,1060,45.0,AS_NEW,2.0,0,B,212500.0,4722.22
APARTMENT,TRIPLEX,3.0,1.0,Brussels,1060,135.0,TO_RENOVATE,2.0,0,G,245000.0,1814.81
APARTMENT,APARTMENT,1.0,1.0,Brussels,1060,74.0,TO_RENOVATE,2.0,1,B,159000.0,2148.65
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,105.0,TO_RENOVATE,2.0,1,B,175000.0,1666.67
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,91.0,GOOD,2.0,0,G,200000.0,2197.8
APARTMENT,APARTMENT,2.0,1.0,Brussels,1060,82.0,GOOD,2.0,1,B,249000.0,3036.59
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,90.0,GOOD,2.0,1,B,269000.0,2988.89
APARTMENT,APARTMENT,2.0,0.0,Brussels,1060,100.0,GOOD,2.0,0,B,269000.0,2690.0
APARTMENT,FLAT_STUDIO,1.0,1.0,Brussels,1050,51.0,AS_NEW,2.0,1,B,320000.0,6274.51
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,99.0,AS_NEW,2.0,1,B,570000.0,5757.58
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,134.0,AS_NEW,2.0,1,B,770000.0,5746.27
APARTMENT,APARTMENT,2.0,2.0,Brussels,1050,106.0,GOOD,3.0,1,E,389000.0,3669.81
APARTMENT,APARTMENT,5.0,1.0,Brussels,1050,309.0,AS_NEW,2.0,1,A,1815000.0,5873.79
APARTMENT,DUPLEX,3.0,2.0,Brussels,1050,188.0,AS_NEW,2.0,1,D,695000.0,3696.81
APARTMENT,APARTMENT,2.0,2.0,Brussels,1050,99.0,AS_NEW,2.0,1,B,570000.0,5757.58
APARTMENT,DUPLEX,4.0,2.0,Brussels,1050,250.0,TO_RENOVATE,2.0,0,C,545000.0,2180.0
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,165.0,AS_NEW,2.0,1,F,550000.0,3333.33
APARTMENT,DUPLEX,2.0,1.0,Brussels,1050,151.0,GOOD,2.0,1,F,545000.0,3609.27
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,109.0,AS_NEW,2.0,1,C,515000.0,4724.77
APARTMENT,APARTMENT,2.0,2.0,Brussels,1050,186.0,AS_NEW,2.0,1,F,890000.0,4784.95
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,117.0,TO_BE_DONE_UP,2.0,0,G,490000.0,4188.03
APARTMENT,FLAT_STUDIO,0.0,1.0,Brussels,1050,51.0,AS_NEW,2.0,1,B,320000.0,6274.51
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,122.0,GOOD,2.0,1,E,595000.0,4877.05
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,134.0,AS_NEW,2.0,1,B,770000.0,5746.27
APARTMENT,APARTMENT,1.0,1.0,Brussels,1050,77.0,AS_NEW,2.0,1,E,395000.0,5129.87
APARTMENT,APARTMENT,1.0,1.0,Brussels,1050,50.0,GOOD,2.0,1,D,249000.0,4980.0
APARTMENT,APARTMENT,1.0,1.0,Brussels,1050,65.0,GOOD,2.0,1,E,249000.0,3830.77
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,177.0,GOOD,2.0,1,C,720000.0,4067.8
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,78.0,AS_NEW,2.0,0,D,375000.0,4807.69
APARTMENT,APARTMENT,2.0,2.0,Brussels,1050,86.0,JUST_RENOVATED,2.0,1,B,545000.0,6337.21
APARTMENT,APARTMENT,3.0,3.0,Brussels,1050,127.0,JUST_RENOVATED,2.0,1,B,875000.0,6889.76
APARTMENT,APARTMENT,3.0,2.0,Brussels,1050,274.0,AS_NEW,2.0,0,E,1500000.0,5474.45
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,91.0,AS_NEW,2.0,1,A,550000.0,6043.96
APARTMENT,APARTMENT,2.0,1.0,Brussels,1050,91.0,AS_NEW,2.0,1,A,555000.0,6098.9
