type,subtype,bedroomCount,bathroomCount,province,postCode,habitableSurface,buildingCondition,facedeCount,hasTerrace,epcScore,price,price_per_m2
APARTMENT,APARTMENT,5.0,2.0,Antwerp,2470,258.0,AS_NEW,2.0,0,A,415000.0,1608.53
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2470,92.0,AS_NEW,3.0,1,B,335000.0,3641.3
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2470,99.0,AS_NEW,2.0,1,A,275000.0,2777.78
APARTMENT,DUPLEX,3.0,1.0,Antwerp,2491,120.0,AS_NEW,4.0,1,A,354000.0,2950.0
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2491,120.0,AS_NEW,4.0,1,A,354000.0,2950.0
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2491,91.0,GOOD,2.0,1,B,189000.0,2076.92
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2450,80.0,GOOD,2.0,1,A,225000.0,2812.5
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2450,100.0,GOOD,2.0,1,A,271000.0,2710.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2450,80.0,GOOD,2.0,1,B,215000.0,2687.5
APARTMENT,DUPLEX,3.0,2.0,Antwerp,2450,100.0,GOOD,2.0,0,C,234000.0,2340.0
APARTMENT,PENTHOUSE,4.0,1.0,Antwerp,2450,178.0,GOOD,4.0,1,E,350000.0,1966.29
APARTMENT,APARTMENT,3.0,2.0,Antwerp,2450,505.0,GOOD,2.0,1,B,495000.0,980.2
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2450,79.0,AS_NEW,3.0,1,B,240000.0,3037.97
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2450,125.0,AS_NEW,2.0,1,B,399000.0,3192.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2450,117.0,AS_NEW,3.0,1,B,325000.0,2777.78
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2450,110.0,AS_NEW,3.0,1,B,325000.0,2954.55
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2480,91.0,AS_NEW,2.0,0,A,271000.0,2978.02
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2480,99.0,GOOD,2.0,1,B,269000.0,2717.17
APARTMENT,APARTMENT,4.0,1.0,Antwerp,2480,190.0,GOOD,2.0,1,F,219000.0,1152.63
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2480,120.0,GOOD,2.0,1,A,299000.0,2491.67
APARTMENT,APARTMENT,0.0,0.0,Antwerp,2480,91.0,GOOD,3.0,0,C,765000.0,8406.59
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2480,97.0,GOOD,2.0,1,B,259000.0,2670.1
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2480,90.0,GOOD,2.0,1,B,284000.0,3155.56
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2480,54.0,GOOD,2.0,0,C,169000.0,3129.63
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2480,92.0,GOOD,2.0,0,B,185000.0,2010.87
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2480,104.0,AS_NEW,2.0,1,B,335000.0,3221.15
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2480,111.0,AS_NEW,2.0,1,B,353000.0,3180.18
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,192.0,AS_NEW,2.0,1,B,649000.0,3380.21
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,118.0,AS_NEW,2.0,1,C,314000.0,2661.02
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,113.0,GOOD,2.0,1,B,354900.0,3140.71
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2460,103.0,GOOD,2.0,1,B,279000.0,2708.74
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,158.0,AS_NEW,2.0,0,A,499000.0,3158.23
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2460,166.0,GOOD,2.0,0,B,345000.0,2078.31
APARTMENT,GROUND_FLOOR,3.0,1.0,Antwerp,2460,134.0,GOOD,2.0,1,B,415000.0,3097.01
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2460,160.0,GOOD,2.0,1,B,370000.0,2312.5
APARTMENT,DUPLEX,2.0,0.0,Antwerp,2460,120.0,GOOD,2.0,1,B,309940.0,2582.83
APARTMENT,DUPLEX,2.0,0.0,Antwerp,2460,122.0,GOOD,2.0,1,B,332200.0,2722.95
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,108.0,GOOD,3.0,1,B,328881.0,3045.19
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,114.0,GOOD,2.0,1,B,340471.0,2986.59
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,115.0,GOOD,2.0,1,B,358893.0,3120.81
APARTMENT,PENTHOUSE,3.0,1.0,Antwerp,2460,201.0,GOOD,2.0,1,B,429000.0,2134.33
APARTMENT,LOFT,4.0,2.0,Antwerp,2460,261.0,JUST_RENOVATED,3.0,1,D,395000.0,1513.41
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2460,91.0,GOOD,3.0,1,C,279000.0,3065.93
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2460,91.0,GOOD,2.0,1,B,279000.0,3065.93
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2460,170.0,AS_NEW,3.0,1,A,365000.0,2147.06
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,106.0,GOOD,3.0,1,A,298790.0,2818.77
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,106.0,GOOD,3.0,1,A,298790.0,2818.77
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,102.0,GOOD,3.0,1,A,314862.0,3086.88
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,102.0,GOOD,3.0,1,A,314862.0,3086.88
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,120.0,AS_NEW,2.0,1,A,315000.0,2625.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,114.0,GOOD,3.0,1,A,319883.0,2805.99
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,120.0,GOOD,3.0,1,A,336383.0,2803.19
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2460,140.0,GOOD,3.0,1,A,340796.0,2434.26
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2460,139.0,GOOD,3.0,1,A,340796.0,2451.77
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2460,156.0,GOOD,3.0,1,A,371042.0,2378.47
APARTMENT,DUPLEX,3.0,1.0,Antwerp,2460,150.0,GOOD,3.0,1,A,358666.0,2391.11
APARTMENT,APARTMENT,2.0,2.0,Antwerp,2460,91.0,GOOD,2.0,1,B,489000.0,5373.63
APARTMENT,DUPLEX,3.0,0.0,Antwerp,2530,120.0,AS_NEW,3.0,1,A,435000.0,3625.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,90.0,GOOD,2.0,1,B,279000.0,3100.0
APARTMENT,DUPLEX,3.0,2.0,Antwerp,2530,116.0,GOOD,2.0,1,B,375000.0,3232.76
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,87.0,AS_NEW,2.0,1,C,219000.0,2517.24
APARTMENT,APARTMENT,3.0,0.0,Antwerp,2530,116.0,GOOD,2.0,1,B,749000.0,6456.9
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,87.0,AS_NEW,2.0,1,B,229000.0,2632.18
APARTMENT,PENTHOUSE,3.0,1.0,Antwerp,2530,175.0,AS_NEW,3.0,1,C,379000.0,2165.71
APARTMENT,PENTHOUSE,3.0,1.0,Antwerp,2530,116.0,AS_NEW,3.0,1,B,749000.0,6456.9
APARTMENT,PENTHOUSE,3.0,1.0,Antwerp,2530,116.0,AS_NEW,2.0,1,B,649000.0,5594.83
APARTMENT,APARTMENT,8.0,0.0,Antwerp,2530,373.0,GOOD,2.0,0,B,1100000.0,2949.06
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2530,110.0,AS_NEW,3.0,1,B,328000.0,2981.82
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,91.0,GOOD,2.0,1,B,239000.0,2626.37
APARTMENT,DUPLEX,3.0,1.0,Antwerp,2530,110.0,GOOD,3.0,1,C,209000.0,1900.0
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2530,88.0,AS_NEW,1.0,1,C,299000.0,3397.73
APARTMENT,APARTMENT,3.0,0.0,Antwerp,2530,91.0,AS_NEW,2.0,0,A,400000.0,4395.6
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2530,91.0,AS_NEW,2.0,0,A,320000.0,3516.48
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,85.0,GOOD,2.0,1,B,195000.0,2294.12
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2530,89.0,GOOD,2.0,1,C,314000.0,3528.09
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2530,71.0,AS_NEW,2.0,1,C,285000.0,4014.08
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2547,78.0,GOOD,4.0,1,B,299500.0,3839.74
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,80.0,GOOD,2.0,1,C,242000.0,3025.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,105.0,GOOD,2.0,1,B,270000.0,2571.43
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,70.0,GOOD,3.0,0,E,189000.0,2700.0
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,89.0,JUST_RENOVATED,2.0,1,B,299000.0,3359.55
APARTMENT,DUPLEX,3.0,1.0,Antwerp,2547,130.0,GOOD,2.0,1,B,339000.0,2607.69
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,105.0,GOOD,2.0,1,B,299000.0,2847.62
APARTMENT,GROUND_FLOOR,1.0,0.0,Antwerp,2547,75.0,GOOD,2.0,1,B,256000.0,3413.33
APARTMENT,PENTHOUSE,2.0,0.0,Antwerp,2547,91.0,GOOD,2.0,1,B,387000.0,4252.75
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,98.0,GOOD,2.0,1,B,365000.0,3724.49
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2547,91.0,GOOD,2.0,1,A,195000.0,2142.86
APARTMENT,DUPLEX,3.0,2.0,Antwerp,2547,139.0,AS_NEW,3.0,1,B,365000.0,2625.9
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,94.0,AS_NEW,2.0,1,B,259000.0,2755.32
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2547,70.0,GOOD,2.0,1,B,229000.0,3271.43
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2547,102.0,TO_BE_DONE_UP,2.0,0,B,238000.0,2333.33
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,89.0,JUST_RENOVATED,2.0,0,A,299000.0,3359.55
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,190.0,GOOD,2.0,1,B,335000.0,1763.16
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,140.0,GOOD,2.0,1,B,335000.0,2392.86
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2547,140.0,GOOD,2.0,1,B,335000.0,2392.86
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2547,85.0,GOOD,2.0,1,C,175000.0,2058.82
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2547,85.0,TO_RENOVATE,2.0,1,C,168000.0,1976.47
APARTMENT,GROUND_FLOOR,2.0,2.0,Antwerp,2540,123.0,AS_NEW,3.0,1,A,595000.0,4837.4
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2540,124.0,GOOD,2.0,1,A,599000.0,4830.65
APARTMENT,PENTHOUSE,3.0,1.0,Antwerp,2540,167.0,AS_NEW,3.0,1,A,549000.0,3287.43
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2540,167.0,AS_NEW,3.0,1,A+,549000.0,3287.43
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2540,93.0,AS_NEW,3.0,0,B,259500.0,2790.32
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2540,98.0,AS_NEW,2.0,1,A,549000.0,5602.04
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2540,98.0,GOOD,2.0,0,B,267500.0,2729.59
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2540,95.0,AS_NEW,2.0,1,A,525000.0,5526.32
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2540,105.0,GOOD,2.0,0,C,398000.0,3790.48
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2540,80.0,AS_NEW,3.0,0,C,265000.0,3312.5
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2540,94.0,GOOD,2.0,1,A,299900.0,3190.43
APARTMENT,PENTHOUSE,2.0,1.0,Antwerp,2540,86.0,AS_NEW,3.0,1,B,385000.0,4476.74
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2520,107.0,GOOD,2.0,1,A,399000.0,3728.97
APARTMENT,FLAT_STUDIO,1.0,1.0,Antwerp,2520,41.0,GOOD,2.0,1,C,199000.0,4853.66
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2520,135.0,GOOD,2.0,1,B,395000.0,2925.93
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,85.0,AS_NEW,4.0,1,B,325000.0,3823.53
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,92.0,TO_BE_DONE_UP,2.0,0,D,209000.0,2271.74
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,120.0,GOOD,2.0,1,C,279000.0,2325.0
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2520,115.0,JUST_RENOVATED,2.0,1,B,345000.0,3000.0
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2520,72.0,AS_NEW,3.0,1,B,299000.0,4152.78
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2520,150.0,JUST_RENOVATED,3.0,0,B,399000.0,2660.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,154.0,JUST_RENOVATED,2.0,0,B,399000.0,2590.91
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,95.0,GOOD,2.0,0,B,299000.0,3147.37
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,98.0,GOOD,2.0,1,C,245000.0,2500.0
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,78.0,GOOD,2.0,1,B,290000.0,3717.95
APARTMENT,DUPLEX,3.0,2.0,Antwerp,2520,144.0,GOOD,3.0,1,C,389000.0,2701.39
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,87.0,AS_NEW,2.0,1,A,309000.0,3551.72
APARTMENT,GROUND_FLOOR,3.0,2.0,Antwerp,2520,138.0,AS_NEW,2.0,1,B,475000.0,3442.03
APARTMENT,APARTMENT,4.0,1.0,Antwerp,2520,171.0,GOOD,2.0,0,B,599000.0,3502.92
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,96.0,GOOD,2.0,1,B,329820.0,3435.62
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2520,100.0,GOOD,3.0,1,B,342843.0,3428.43
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2520,109.0,GOOD,3.0,1,B,371960.0,3412.48
APARTMENT,GROUND_FLOOR,2.0,0.0,Antwerp,2520,90.0,JUST_RENOVATED,2.0,0,B,325000.0,3611.11
APARTMENT,APARTMENT,1.0,0.0,Antwerp,2520,91.0,GOOD,2.0,0,B,273000.0,3000.0
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2520,91.0,GOOD,2.0,0,B,338400.0,3718.68
APARTMENT,APARTMENT,3.0,0.0,Antwerp,2520,91.0,GOOD,2.0,0,B,392400.0,4312.09
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2490,95.0,GOOD,2.0,0,A,279000.0,2936.84
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,123.0,GOOD,2.0,0,C,229000.0,1861.79
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,123.0,GOOD,2.0,0,C,249000.0,2024.39
APARTMENT,APARTMENT,4.0,2.0,Antwerp,2490,295.0,GOOD,2.0,0,C,399000.0,1352.54
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,135.0,GOOD,2.0,1,A,279000.0,2066.67
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,145.0,GOOD,2.0,1,A,299000.0,2062.07
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2490,261.0,GOOD,3.0,0,D,339000.0,1298.85
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,98.0,AS_NEW,2.0,1,A,249000.0,2540.82
APARTMENT,PENTHOUSE,2.0,1.0,Antwerp,2490,113.0,GOOD,2.0,1,B,399988.0,3539.72
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,82.0,GOOD,2.0,0,D,175000.0,2134.15
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,88.0,GOOD,2.0,1,B,219000.0,2488.64
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2490,56.0,GOOD,2.0,1,B,199000.0,3553.57
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,90.0,GOOD,2.0,1,A,249000.0,2766.67
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,76.0,GOOD,2.0,0,B,235000.0,3092.11
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,117.0,GOOD,2.0,1,A,349500.0,2987.18
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2490,79.0,GOOD,4.0,1,B,219000.0,2772.15
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2490,97.0,GOOD,2.0,1,A,335000.0,3453.61
APARTMENT,APARTMENT,10.0,4.0,Antwerp,2490,91.0,TO_BE_DONE_UP,2.0,1,C,549000.0,6032.97
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2490,106.0,GOOD,2.0,1,A,285000.0,2688.68
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2490,105.0,AS_NEW,4.0,1,B,285000.0,2714.29
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2490,110.0,AS_NEW,4.0,1,B,295000.0,2681.82
APARTMENT,APARTMENT,3.0,2.0,Antwerp,2490,110.0,GOOD,2.0,1,A,295000.0,2681.82
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,65.0,TO_BE_DONE_UP,2.0,0,B,190000.0,2923.08
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,77.0,GOOD,3.0,0,C,218000.0,2831.17
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,91.0,GOOD,3.0,0,C,299000.0,3285.71
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2570,116.0,GOOD,2.0,1,C,320000.0,2758.62
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,85.0,GOOD,3.0,1,A,329000.0,3870.59
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,89.0,GOOD,2.0,1,A,275000.0,3089.89
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,96.0,GOOD,4.0,1,B,324500.0,3380.21
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,81.0,GOOD,4.0,1,B,293000.0,3617.28
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,84.0,GOOD,4.0,1,B,305000.0,3630.95
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,91.0,GOOD,4.0,1,B,307500.0,3379.12
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2570,91.0,AS_NEW,2.0,1,B,259000.0,2846.15
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,107.0,GOOD,2.0,1,B,295000.0,2757.01
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,186.0,GOOD,2.0,1,A,645000.0,3467.74
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,176.0,AS_NEW,2.0,1,B,320000.0,1818.18
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2580,82.0,GOOD,2.0,1,B,288000.0,3512.2
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,98.0,GOOD,2.0,1,B,327500.0,3341.84
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,98.0,GOOD,2.0,1,B,337500.0,3443.88
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,110.0,GOOD,2.0,1,B,389000.0,3536.36
APARTMENT,APARTMENT,3.0,2.0,Antwerp,2580,115.0,GOOD,2.0,0,B,349000.0,3034.78
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2580,82.0,GOOD,2.0,1,B,277973.0,3389.91
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2580,77.0,GOOD,2.0,1,B,261793.0,3399.91
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,91.0,GOOD,2.0,1,B,309392.0,3399.91
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,95.0,GOOD,2.0,1,B,317609.0,3343.25
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,100.0,GOOD,2.0,1,B,339992.0,3399.92
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,91.0,GOOD,2.0,1,B,342760.0,3766.59
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,104.0,GOOD,2.0,1,B,358000.0,3442.31
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,130.0,GOOD,2.0,1,B,449358.0,3456.6
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,91.0,GOOD,2.0,1,B,477129.0,5243.18
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,78.0,AS_NEW,4.0,1,A,360500.0,4621.79
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,88.0,AS_NEW,4.0,1,A,382040.0,4341.36
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,127.0,AS_NEW,4.0,1,A,404820.0,3187.56
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,82.0,GOOD,3.0,1,A,269000.0,3280.49
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2580,91.0,AS_NEW,2.0,0,A,345000.0,3791.21
APARTMENT,SERVICE_FLAT,1.0,1.0,Antwerp,2580,91.0,GOOD,2.0,1,B,180000.0,1978.02
APARTMENT,APARTMENT,3.0,2.0,Antwerp,2580,153.0,GOOD,2.0,1,A,695000.0,4542.48
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,176.0,GOOD,2.0,1,B,320000.0,1818.18
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2580,110.0,GOOD,2.0,1,B,379000.0,3445.45
APARTMENT,PENTHOUSE,2.0,1.0,Antwerp,2400,154.0,TO_BE_DONE_UP,2.0,1,A,357000.0,2318.18
APARTMENT,GROUND_FLOOR,1.0,1.0,Antwerp,2400,72.0,AS_NEW,2.0,1,A,260000.0,3611.11
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,81.0,GOOD,2.0,1,A,269000.0,3320.99
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2400,81.0,AS_NEW,2.0,1,B,225000.0,2777.78
APARTMENT,APARTMENT,4.0,2.0,Antwerp,2400,152.0,GOOD,2.0,0,E,299000.0,1967.11
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,126.0,GOOD,2.0,1,B,219000.0,1738.1
APARTMENT,SERVICE_FLAT,1.0,1.0,Antwerp,2400,51.0,GOOD,2.0,1,A+,205000.0,4019.61
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2400,126.0,AS_NEW,2.0,1,A,349000.0,2769.84
APARTMENT,PENTHOUSE,2.0,1.0,Antwerp,2400,101.0,AS_NEW,2.0,1,A,445000.0,4405.94
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2400,113.0,GOOD,2.0,0,B,254000.0,2247.79
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,106.0,GOOD,2.0,1,B,330000.0,3113.21
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,107.0,GOOD,2.0,1,B,300000.0,2803.74
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,80.0,GOOD,2.0,1,B,196000.0,2450.0
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2400,64.0,GOOD,3.0,1,B,189000.0,2953.12
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,101.0,GOOD,2.0,1,B,259000.0,2564.36
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,118.0,GOOD,2.0,1,A,339000.0,2872.88
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,106.0,GOOD,2.0,1,A,295000.0,2783.02
APARTMENT,LOFT,3.0,2.0,Antwerp,2400,270.0,AS_NEW,2.0,1,B,942000.0,3488.89
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2400,120.0,GOOD,2.0,1,C,245000.0,2041.67
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,103.0,GOOD,2.0,1,B,249000.0,2417.48
APARTMENT,DUPLEX,2.0,1.0,Antwerp,2400,124.0,GOOD,2.0,1,B,259000.0,2088.71
APARTMENT,DUPLEX,3.0,2.0,Antwerp,2400,148.0,GOOD,2.0,1,A,579250.0,3913.85
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,96.0,GOOD,2.0,1,B,220000.0,2291.67
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,90.0,GOOD,2.0,1,C,235000.0,2611.11
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2400,60.0,AS_NEW,2.0,1,A,235000.0,3916.67
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,109.0,GOOD,4.0,1,A,451500.0,4142.2
APARTMENT,GROUND_FLOOR,1.0,1.0,Antwerp,2400,51.0,AS_NEW,2.0,0,A,225000.0,4411.76
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2400,51.0,AS_NEW,2.0,1,A,230000.0,4509.8
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,120.0,AS_NEW,2.0,1,B,450160.0,3751.33
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,77.0,GOOD,2.0,1,B,229000.0,2974.03
APARTMENT,DUPLEX,1.0,1.0,Antwerp,2400,70.0,GOOD,2.0,1,C,239000.0,3414.29
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2400,103.0,GOOD,2.0,1,B,264000.0,2563.11
APARTMENT,DUPLEX,1.0,1.0,Antwerp,2400,60.0,GOOD,2.0,1,B,229000.0,3816.67
APARTMENT,APARTMENT,2.0,2.0,Antwerp,2400,185.0,AS_NEW,2.0,1,B,695000.0,3756.76
APARTMENT,APARTMENT,3.0,1.0,Antwerp,2400,107.0,GOOD,4.0,1,A,319000.0,2981.31
APARTMENT,GROUND_FLOOR,2.0,1.0,Antwerp,2400,93.0,GOOD,2.0,1,B,290000.0,3118.28
APARTMENT,APARTMENT,2.0,0.0,Antwerp,2400,93.0,AS_NEW,2.0,0,B,208000.0,2236.56
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,84.0,GOOD,2.0,1,C,235000.0,2797.62
APARTMENT,FLAT_STUDIO,1.0,1.0,Antwerp,2400,52.0,GOOD,2.0,1,A,209000.0,4019.23
APARTMENT,APARTMENT,1.0,1.0,Antwerp,2400,68.0,GOOD,2.0,1,B,229000.0,3367.65
APARTMENT,APARTMENT,2.0,1.0,Antwerp,2400,91.0,GOOD,2.0,1,B,285000.0,3131.87
APARTMENT,APARTMENT,3.0,2.0,Antwerp,2400,143.0,GOOD,2.0,1,B,355000.0,2482.52
